obcina,regija,leto,stopnja.izobrazbe,stevilo.brezposelnih,vrsta.place,povprecna.placa
STARŠE,Podravska,2020,"strokovno, splošno izobraževanje",36,neto,977.86
STARŠE,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",42,bruto,1297.42
STARŠE,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",42,neto,872.03
STARŠE,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",30,bruto,1326.2
STARŠE,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",30,neto,890.9
STARŠE,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",25,bruto,1424.06
STARŠE,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",25,neto,946.16
STARŠE,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",20,bruto,1468.95
STARŠE,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",20,neto,977.86
STARŠE,Podravska,2017,Skupaj,203,bruto,1297.42
STARŠE,Podravska,2017,Skupaj,203,neto,872.03
STARŠE,Podravska,2018,Skupaj,168,bruto,1326.2
STARŠE,Podravska,2018,Skupaj,168,neto,890.9
STARŠE,Podravska,2019,Skupaj,156,bruto,1424.06
STARŠE,Podravska,2019,Skupaj,156,neto,946.16
STARŠE,Podravska,2020,Skupaj,151,bruto,1468.95
STARŠE,Podravska,2020,Skupaj,151,neto,977.86
STRAŽA,Jugovzhodna Slovenija,2017,OŠ ali manj,39,bruto,1290.9
STRAŽA,Jugovzhodna Slovenija,2017,OŠ ali manj,39,neto,872.24
STRAŽA,Jugovzhodna Slovenija,2018,OŠ ali manj,29,bruto,1312.67
STRAŽA,Jugovzhodna Slovenija,2018,OŠ ali manj,29,neto,885.79
STRAŽA,Jugovzhodna Slovenija,2019,OŠ ali manj,35,bruto,1369.89
STRAŽA,Jugovzhodna Slovenija,2019,OŠ ali manj,35,neto,919.28
STRAŽA,Jugovzhodna Slovenija,2020,OŠ ali manj,30,bruto,1395.56
STRAŽA,Jugovzhodna Slovenija,2020,OŠ ali manj,30,neto,943.22
STRAŽA,Jugovzhodna Slovenija,2017,srednje poklicno izobraževanje,27,bruto,1290.9
STRAŽA,Jugovzhodna Slovenija,2017,srednje poklicno izobraževanje,27,neto,872.24
STRAŽA,Jugovzhodna Slovenija,2018,srednje poklicno izobraževanje,24,bruto,1312.67
STRAŽA,Jugovzhodna Slovenija,2018,srednje poklicno izobraževanje,24,neto,885.79
STRAŽA,Jugovzhodna Slovenija,2019,srednje poklicno izobraževanje,22,bruto,1369.89
STRAŽA,Jugovzhodna Slovenija,2019,srednje poklicno izobraževanje,22,neto,919.28
STRAŽA,Jugovzhodna Slovenija,2020,srednje poklicno izobraževanje,21,bruto,1395.56
STRAŽA,Jugovzhodna Slovenija,2020,srednje poklicno izobraževanje,21,neto,943.22
STRAŽA,Jugovzhodna Slovenija,2017,"strokovno, splošno izobraževanje",25,bruto,1290.9
STRAŽA,Jugovzhodna Slovenija,2017,"strokovno, splošno izobraževanje",25,neto,872.24
STRAŽA,Jugovzhodna Slovenija,2018,"strokovno, splošno izobraževanje",22,bruto,1312.67
STRAŽA,Jugovzhodna Slovenija,2018,"strokovno, splošno izobraževanje",22,neto,885.79
STRAŽA,Jugovzhodna Slovenija,2019,"strokovno, splošno izobraževanje",23,bruto,1369.89
STRAŽA,Jugovzhodna Slovenija,2019,"strokovno, splošno izobraževanje",23,neto,919.28
STRAŽA,Jugovzhodna Slovenija,2020,"strokovno, splošno izobraževanje",24,bruto,1395.56
STRAŽA,Jugovzhodna Slovenija,2020,"strokovno, splošno izobraževanje",24,neto,943.22
STRAŽA,Jugovzhodna Slovenija,2017,"izobraževanje prve, druge, tretje stopnje",15,bruto,1290.9
STRAŽA,Jugovzhodna Slovenija,2017,"izobraževanje prve, druge, tretje stopnje",15,neto,872.24
STRAŽA,Jugovzhodna Slovenija,2018,"izobraževanje prve, druge, tretje stopnje",19,bruto,1312.67
STRAŽA,Jugovzhodna Slovenija,2018,"izobraževanje prve, druge, tretje stopnje",19,neto,885.79
STRAŽA,Jugovzhodna Slovenija,2019,"izobraževanje prve, druge, tretje stopnje",15,bruto,1369.89
STRAŽA,Jugovzhodna Slovenija,2019,"izobraževanje prve, druge, tretje stopnje",15,neto,919.28
STRAŽA,Jugovzhodna Slovenija,2020,"izobraževanje prve, druge, tretje stopnje",15,bruto,1395.56
STRAŽA,Jugovzhodna Slovenija,2020,"izobraževanje prve, druge, tretje stopnje",15,neto,943.22
STRAŽA,Jugovzhodna Slovenija,2017,Skupaj,106,bruto,1290.9
STRAŽA,Jugovzhodna Slovenija,2017,Skupaj,106,neto,872.24
STRAŽA,Jugovzhodna Slovenija,2018,Skupaj,94,bruto,1312.67
STRAŽA,Jugovzhodna Slovenija,2018,Skupaj,94,neto,885.79
STRAŽA,Jugovzhodna Slovenija,2019,Skupaj,95,bruto,1369.89
STRAŽA,Jugovzhodna Slovenija,2019,Skupaj,95,neto,919.28
STRAŽA,Jugovzhodna Slovenija,2020,Skupaj,90,bruto,1395.56
STRAŽA,Jugovzhodna Slovenija,2020,Skupaj,90,neto,943.22
SVETA ANA,Podravska,2017,OŠ ali manj,42,bruto,1441.53
SVETA ANA,Podravska,2017,OŠ ali manj,42,neto,960.31
SVETA ANA,Podravska,2018,OŠ ali manj,36,bruto,1479.67
SVETA ANA,Podravska,2018,OŠ ali manj,36,neto,982.16
SVETA ANA,Podravska,2019,OŠ ali manj,36,bruto,1554.5
SVETA ANA,Podravska,2019,OŠ ali manj,36,neto,1024.91
SVETA ANA,Podravska,2020,OŠ ali manj,22,bruto,1585.61
SVETA ANA,Podravska,2020,OŠ ali manj,22,neto,1052.03
SVETA ANA,Podravska,2017,srednje poklicno izobraževanje,36,bruto,1441.53
SVETA ANA,Podravska,2017,srednje poklicno izobraževanje,36,neto,960.31
SVETA ANA,Podravska,2018,srednje poklicno izobraževanje,34,bruto,1479.67
SVETA ANA,Podravska,2018,srednje poklicno izobraževanje,34,neto,982.16
SVETA ANA,Podravska,2019,srednje poklicno izobraževanje,25,bruto,1554.5
SVETA ANA,Podravska,2019,srednje poklicno izobraževanje,25,neto,1024.91
SVETA ANA,Podravska,2020,srednje poklicno izobraževanje,28,bruto,1585.61
SVETA ANA,Podravska,2020,srednje poklicno izobraževanje,28,neto,1052.03
SVETA ANA,Podravska,2017,"strokovno, splošno izobraževanje",12,bruto,1441.53
SVETA ANA,Podravska,2017,"strokovno, splošno izobraževanje",12,neto,960.31
SVETA ANA,Podravska,2018,"strokovno, splošno izobraževanje",16,bruto,1479.67
SVETA ANA,Podravska,2018,"strokovno, splošno izobraževanje",16,neto,982.16
SVETA ANA,Podravska,2019,"strokovno, splošno izobraževanje",15,bruto,1554.5
SVETA ANA,Podravska,2019,"strokovno, splošno izobraževanje",15,neto,1024.91
SVETA ANA,Podravska,2020,"strokovno, splošno izobraževanje",12,bruto,1585.61
SVETA ANA,Podravska,2020,"strokovno, splošno izobraževanje",12,neto,1052.03
SVETA ANA,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",13,bruto,1441.53
SVETA ANA,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",13,neto,960.31
SVETA ANA,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",6,bruto,1479.67
SVETA ANA,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",6,neto,982.16
SVETA ANA,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",8,bruto,1554.5
SVETA ANA,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",8,neto,1024.91
SVETA ANA,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",6,bruto,1585.61
SVETA ANA,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",6,neto,1052.03
SVETA ANA,Podravska,2017,Skupaj,103,bruto,1441.53
SVETA ANA,Podravska,2017,Skupaj,103,neto,960.31
SVETA ANA,Podravska,2018,Skupaj,92,bruto,1479.67
SVETA ANA,Podravska,2018,Skupaj,92,neto,982.16
SVETA ANA,Podravska,2019,Skupaj,84,bruto,1554.5
SVETA ANA,Podravska,2019,Skupaj,84,neto,1024.91
SVETA ANA,Podravska,2020,Skupaj,68,bruto,1585.61
SVETA ANA,Podravska,2020,Skupaj,68,neto,1052.03
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,OŠ ali manj,27,bruto,1323.36
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,OŠ ali manj,27,neto,892.12
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,OŠ ali manj,20,bruto,1415.2
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,OŠ ali manj,20,neto,946.11
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,OŠ ali manj,16,bruto,1523.01
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,OŠ ali manj,16,neto,1004.71
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,OŠ ali manj,15,bruto,1611.48
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,OŠ ali manj,15,neto,1067.06
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,srednje poklicno izobraževanje,33,bruto,1323.36
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,srednje poklicno izobraževanje,33,neto,892.12
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,srednje poklicno izobraževanje,26,bruto,1415.2
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,srednje poklicno izobraževanje,26,neto,946.11
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,srednje poklicno izobraževanje,25,bruto,1523.01
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,srednje poklicno izobraževanje,25,neto,1004.71
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,srednje poklicno izobraževanje,21,bruto,1611.48
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,srednje poklicno izobraževanje,21,neto,1067.06
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,"strokovno, splošno izobraževanje",18,bruto,1323.36
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,"strokovno, splošno izobraževanje",18,neto,892.12
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,"strokovno, splošno izobraževanje",13,bruto,1415.2
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,"strokovno, splošno izobraževanje",13,neto,946.11
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,"strokovno, splošno izobraževanje",18,bruto,1523.01
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,"strokovno, splošno izobraževanje",18,neto,1004.71
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,"strokovno, splošno izobraževanje",14,bruto,1611.48
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,"strokovno, splošno izobraževanje",14,neto,1067.06
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",13,bruto,1323.36
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",13,neto,892.12
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",9,bruto,1415.2
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",9,neto,946.11
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",8,bruto,1523.01
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",8,neto,1004.71
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",6,bruto,1611.48
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",6,neto,1067.06
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,Skupaj,91,bruto,1323.36
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,Skupaj,91,neto,892.12
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,Skupaj,68,bruto,1415.2
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,Skupaj,68,neto,946.11
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,Skupaj,67,bruto,1523.01
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,Skupaj,67,neto,1004.71
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,Skupaj,56,bruto,1611.48
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,Skupaj,56,neto,1067.06
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,OŠ ali manj,14,bruto,1288.54
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,OŠ ali manj,14,neto,869.49
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,OŠ ali manj,10,bruto,1269.5
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,OŠ ali manj,10,neto,855.68
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,OŠ ali manj,12,bruto,1414.13
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,OŠ ali manj,12,neto,946.11
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,OŠ ali manj,8,bruto,1453.64
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,OŠ ali manj,8,neto,981
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,srednje poklicno izobraževanje,17,bruto,1288.54
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,srednje poklicno izobraževanje,17,neto,869.49
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,srednje poklicno izobraževanje,12,bruto,1269.5
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,srednje poklicno izobraževanje,12,neto,855.68
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,srednje poklicno izobraževanje,10,bruto,1414.13
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,srednje poklicno izobraževanje,10,neto,946.11
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,srednje poklicno izobraževanje,11,bruto,1453.64
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,srednje poklicno izobraževanje,11,neto,981
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,"strokovno, splošno izobraževanje",5,bruto,1288.54
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,"strokovno, splošno izobraževanje",5,neto,869.49
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,"strokovno, splošno izobraževanje",5,bruto,1269.5
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,"strokovno, splošno izobraževanje",5,neto,855.68
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,"strokovno, splošno izobraževanje",13,bruto,1414.13
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,"strokovno, splošno izobraževanje",13,neto,946.11
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,"strokovno, splošno izobraževanje",8,bruto,1453.64
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,"strokovno, splošno izobraževanje",8,neto,981
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",7,bruto,1288.54
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",7,neto,869.49
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",2,bruto,1269.5
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",2,neto,855.68
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",3,bruto,1414.13
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",3,neto,946.11
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",5,bruto,1453.64
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",5,neto,981
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,Skupaj,43,bruto,1288.54
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,Skupaj,43,neto,869.49
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,Skupaj,29,bruto,1269.5
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,Skupaj,29,neto,855.68
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,Skupaj,38,bruto,1414.13
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,Skupaj,38,neto,946.11
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,Skupaj,32,bruto,1453.64
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,Skupaj,32,neto,981
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,OŠ ali manj,73,bruto,1459.46
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,OŠ ali manj,73,neto,975.45
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,OŠ ali manj,64,bruto,1459.06
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,OŠ ali manj,64,neto,973.12
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,OŠ ali manj,54,bruto,1528.17
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,OŠ ali manj,54,neto,1013.2
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,OŠ ali manj,41,bruto,1637.61
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,OŠ ali manj,41,neto,1090.36
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,srednje poklicno izobraževanje,55,bruto,1459.46
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,srednje poklicno izobraževanje,55,neto,975.45
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,srednje poklicno izobraževanje,58,bruto,1459.06
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,srednje poklicno izobraževanje,58,neto,973.12
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,srednje poklicno izobraževanje,48,bruto,1528.17
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,srednje poklicno izobraževanje,48,neto,1013.2
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,srednje poklicno izobraževanje,42,bruto,1637.61
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,srednje poklicno izobraževanje,42,neto,1090.36
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,"strokovno, splošno izobraževanje",44,bruto,1459.46
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,"strokovno, splošno izobraževanje",44,neto,975.45
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,"strokovno, splošno izobraževanje",38,bruto,1459.06
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,"strokovno, splošno izobraževanje",38,neto,973.12
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,"strokovno, splošno izobraževanje",26,bruto,1528.17
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,"strokovno, splošno izobraževanje",26,neto,1013.2
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,"strokovno, splošno izobraževanje",30,bruto,1637.61
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,"strokovno, splošno izobraževanje",30,neto,1090.36
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,"izobraževanje prve, druge, tretje stopnje",22,bruto,1459.46
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,"izobraževanje prve, druge, tretje stopnje",22,neto,975.45
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,"izobraževanje prve, druge, tretje stopnje",19,bruto,1459.06
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,"izobraževanje prve, druge, tretje stopnje",19,neto,973.12
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,"izobraževanje prve, druge, tretje stopnje",17,bruto,1528.17
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,"izobraževanje prve, druge, tretje stopnje",17,neto,1013.2
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,"izobraževanje prve, druge, tretje stopnje",15,bruto,1637.61
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,"izobraževanje prve, druge, tretje stopnje",15,neto,1090.36
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,Skupaj,194,bruto,1459.46
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,Skupaj,194,neto,975.45
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,Skupaj,179,bruto,1459.06
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,Skupaj,179,neto,973.12
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,Skupaj,145,bruto,1528.17
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,Skupaj,145,neto,1013.2
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,Skupaj,128,bruto,1637.61
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,Skupaj,128,neto,1090.36
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2017,OŠ ali manj,22,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2018,OŠ ali manj,13,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2019,OŠ ali manj,13,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2020,OŠ ali manj,12,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2017,srednje poklicno izobraževanje,23,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2018,srednje poklicno izobraževanje,13,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2019,srednje poklicno izobraževanje,11,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2020,srednje poklicno izobraževanje,15,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2017,"strokovno, splošno izobraževanje",20,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2018,"strokovno, splošno izobraževanje",13,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2019,"strokovno, splošno izobraževanje",14,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2020,"strokovno, splošno izobraževanje",14,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2017,"izobraževanje prve, druge, tretje stopnje",14,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2018,"izobraževanje prve, druge, tretje stopnje",10,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2019,"izobraževanje prve, druge, tretje stopnje",10,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2020,"izobraževanje prve, druge, tretje stopnje",8,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2017,Skupaj,79,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2018,Skupaj,49,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2019,Skupaj,48,NA,NA
SVETI JURIJ V SLOVENSKIH GORICAH,NA,2020,Skupaj,49,NA,NA
SVETI TOMAŽ,Podravska,2017,OŠ ali manj,27,bruto,1439.38
SVETI TOMAŽ,Podravska,2017,OŠ ali manj,27,neto,967.83
SVETI TOMAŽ,Podravska,2018,OŠ ali manj,20,bruto,1450.93
SVETI TOMAŽ,Podravska,2018,OŠ ali manj,20,neto,972.31
SVETI TOMAŽ,Podravska,2019,OŠ ali manj,19,bruto,1542.83
SVETI TOMAŽ,Podravska,2019,OŠ ali manj,19,neto,1027.4
SVETI TOMAŽ,Podravska,2020,OŠ ali manj,29,bruto,1655.7
SVETI TOMAŽ,Podravska,2020,OŠ ali manj,29,neto,1107.74
SVETI TOMAŽ,Podravska,2017,srednje poklicno izobraževanje,36,bruto,1439.38
SVETI TOMAŽ,Podravska,2017,srednje poklicno izobraževanje,36,neto,967.83
SVETI TOMAŽ,Podravska,2018,srednje poklicno izobraževanje,37,bruto,1450.93
SVETI TOMAŽ,Podravska,2018,srednje poklicno izobraževanje,37,neto,972.31
SVETI TOMAŽ,Podravska,2019,srednje poklicno izobraževanje,39,bruto,1542.83
SVETI TOMAŽ,Podravska,2019,srednje poklicno izobraževanje,39,neto,1027.4
SVETI TOMAŽ,Podravska,2020,srednje poklicno izobraževanje,35,bruto,1655.7
SVETI TOMAŽ,Podravska,2020,srednje poklicno izobraževanje,35,neto,1107.74
SVETI TOMAŽ,Podravska,2017,"strokovno, splošno izobraževanje",44,bruto,1439.38
SVETI TOMAŽ,Podravska,2017,"strokovno, splošno izobraževanje",44,neto,967.83
SVETI TOMAŽ,Podravska,2018,"strokovno, splošno izobraževanje",29,bruto,1450.93
SVETI TOMAŽ,Podravska,2018,"strokovno, splošno izobraževanje",29,neto,972.31
SVETI TOMAŽ,Podravska,2019,"strokovno, splošno izobraževanje",26,bruto,1542.83
SVETI TOMAŽ,Podravska,2019,"strokovno, splošno izobraževanje",26,neto,1027.4
SVETI TOMAŽ,Podravska,2020,"strokovno, splošno izobraževanje",19,bruto,1655.7
SVETI TOMAŽ,Podravska,2020,"strokovno, splošno izobraževanje",19,neto,1107.74
SVETI TOMAŽ,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",10,bruto,1439.38
SVETI TOMAŽ,Podravska,2017,"izobraževanje prve, druge, tretje stopnje",10,neto,967.83
SVETI TOMAŽ,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",8,bruto,1450.93
SVETI TOMAŽ,Podravska,2018,"izobraževanje prve, druge, tretje stopnje",8,neto,972.31
SVETI TOMAŽ,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",6,bruto,1542.83
SVETI TOMAŽ,Podravska,2019,"izobraževanje prve, druge, tretje stopnje",6,neto,1027.4
SVETI TOMAŽ,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",6,bruto,1655.7
SVETI TOMAŽ,Podravska,2020,"izobraževanje prve, druge, tretje stopnje",6,neto,1107.74
SVETI TOMAŽ,Podravska,2017,Skupaj,117,bruto,1439.38
SVETI TOMAŽ,Podravska,2017,Skupaj,117,neto,967.83
SVETI TOMAŽ,Podravska,2018,Skupaj,94,bruto,1450.93
SVETI TOMAŽ,Podravska,2018,Skupaj,94,neto,972.31
SVETI TOMAŽ,Podravska,2019,Skupaj,90,bruto,1542.83
SVETI TOMAŽ,Podravska,2019,Skupaj,90,neto,1027.4
SVETI TOMAŽ,Podravska,2020,Skupaj,89,bruto,1655.7
SVETI TOMAŽ,Podravska,2020,Skupaj,89,neto,1107.74
ŠALOVCI,Pomurska,2017,OŠ ali manj,48,bruto,1290.28
ŠALOVCI,Pomurska,2017,OŠ ali manj,48,neto,880.19
ŠALOVCI,Pomurska,2018,OŠ ali manj,41,bruto,1366.22
ŠALOVCI,Pomurska,2018,OŠ ali manj,41,neto,924.61
ŠALOVCI,Pomurska,2019,OŠ ali manj,39,bruto,1490.38
ŠALOVCI,Pomurska,2019,OŠ ali manj,39,neto,996
ŠALOVCI,Pomurska,2020,OŠ ali manj,35,bruto,1590.69
ŠALOVCI,Pomurska,2020,OŠ ali manj,35,neto,1062.05
ŠALOVCI,Pomurska,2017,srednje poklicno izobraževanje,31,bruto,1290.28
ŠALOVCI,Pomurska,2017,srednje poklicno izobraževanje,31,neto,880.19
ŠALOVCI,Pomurska,2018,srednje poklicno izobraževanje,25,bruto,1366.22
ŠALOVCI,Pomurska,2018,srednje poklicno izobraževanje,25,neto,924.61
ŠALOVCI,Pomurska,2019,srednje poklicno izobraževanje,23,bruto,1490.38
ŠALOVCI,Pomurska,2019,srednje poklicno izobraževanje,23,neto,996
ŠALOVCI,Pomurska,2020,srednje poklicno izobraževanje,20,bruto,1590.69
ŠALOVCI,Pomurska,2020,srednje poklicno izobraževanje,20,neto,1062.05
