obcina,regija,leto,spol,izobrazba,stevilo,prebivalci,odstotek
Hrastnik,Zasavska,2013,Ženske, Srednješolska - Skupaj,1927,4951,38.92
Hrastnik,Zasavska,2013,Ženske," Višješolska, visokošolska - Skupaj",683,4951,13.8
Hrastnik,Zasavska,2013,Ženske, Visokošolska 1. stopnje ipd.,391,4951,7.9
Hrastnik,Zasavska,2013,Ženske, Visokošolska 2. stopnje ipd.,270,4951,5.45
Hrastnik,Zasavska,2013,Ženske, Visokošolska 3. stopnje ipd.,22,4951,0.44
Hrastnik,Zasavska,2014,Moški, Osnovnošolska ali manj - Skupaj,1119,4671,23.96
Hrastnik,Zasavska,2014,Moški, Srednješolska - Skupaj,2515,4671,53.84
Hrastnik,Zasavska,2014,Moški," Višješolska, visokošolska - Skupaj",442,4671,9.46
Hrastnik,Zasavska,2014,Moški, Visokošolska 1. stopnje ipd.,280,4671,5.99
Hrastnik,Zasavska,2014,Moški, Visokošolska 2. stopnje ipd.,147,4671,3.15
Hrastnik,Zasavska,2014,Moški, Visokošolska 3. stopnje ipd.,15,4671,0.32
Hrastnik,Zasavska,2014,Ženske, Osnovnošolska ali manj - Skupaj,1742,4868,35.78
Hrastnik,Zasavska,2014,Ženske, Srednješolska - Skupaj,1878,4868,38.58
Hrastnik,Zasavska,2014,Ženske," Višješolska, visokošolska - Skupaj",712,4868,14.63
Hrastnik,Zasavska,2014,Ženske, Visokošolska 1. stopnje ipd.,424,4868,8.71
Hrastnik,Zasavska,2014,Ženske, Visokošolska 2. stopnje ipd.,263,4868,5.4
Hrastnik,Zasavska,2014,Ženske, Visokošolska 3. stopnje ipd.,25,4868,0.51
Hrastnik,Zasavska,2015,Moški, Osnovnošolska ali manj - Skupaj,1093,4608,23.72
Hrastnik,Zasavska,2015,Moški, Srednješolska - Skupaj,2452,4608,53.21
Hrastnik,Zasavska,2015,Moški," Višješolska, visokošolska - Skupaj",458,4608,9.94
Hrastnik,Zasavska,2015,Moški, Visokošolska 1. stopnje ipd.,294,4608,6.38
Hrastnik,Zasavska,2015,Moški, Visokošolska 2. stopnje ipd.,148,4608,3.21
Hrastnik,Zasavska,2015,Moški, Visokošolska 3. stopnje ipd.,16,4608,0.35
Hrastnik,Zasavska,2015,Ženske, Osnovnošolska ali manj - Skupaj,1677,4786,35.04
Hrastnik,Zasavska,2015,Ženske, Srednješolska - Skupaj,1853,4786,38.72
Hrastnik,Zasavska,2015,Ženske," Višješolska, visokošolska - Skupaj",735,4786,15.36
Hrastnik,Zasavska,2015,Ženske, Visokošolska 1. stopnje ipd.,439,4786,9.17
Hrastnik,Zasavska,2015,Ženske, Visokošolska 2. stopnje ipd.,274,4786,5.73
Hrastnik,Zasavska,2015,Ženske, Visokošolska 3. stopnje ipd.,22,4786,0.46
Hrastnik,Zasavska,2016,Moški, Osnovnošolska ali manj - Skupaj,1050,4579,22.93
Hrastnik,Zasavska,2016,Moški, Srednješolska - Skupaj,2470,4579,53.94
Hrastnik,Zasavska,2016,Moški," Višješolska, visokošolska - Skupaj",461,4579,10.07
Hrastnik,Zasavska,2016,Moški, Visokošolska 1. stopnje ipd.,302,4579,6.6
Hrastnik,Zasavska,2016,Moški, Visokošolska 2. stopnje ipd.,143,4579,3.12
Hrastnik,Zasavska,2016,Moški, Visokošolska 3. stopnje ipd.,16,4579,0.35
Hrastnik,Zasavska,2016,Ženske, Osnovnošolska ali manj - Skupaj,1617,4736,34.14
Hrastnik,Zasavska,2016,Ženske, Srednješolska - Skupaj,1819,4736,38.41
Hrastnik,Zasavska,2016,Ženske," Višješolska, visokošolska - Skupaj",754,4736,15.92
Hrastnik,Zasavska,2016,Ženske, Visokošolska 1. stopnje ipd.,456,4736,9.63
Hrastnik,Zasavska,2016,Ženske, Visokošolska 2. stopnje ipd.,277,4736,5.85
Hrastnik,Zasavska,2016,Ženske, Visokošolska 3. stopnje ipd.,21,4736,0.44
Hrastnik,Zasavska,2017,Moški, Osnovnošolska ali manj - Skupaj,1018,4547,22.39
Hrastnik,Zasavska,2017,Moški, Srednješolska - Skupaj,2468,4547,54.28
Hrastnik,Zasavska,2017,Moški," Višješolska, visokošolska - Skupaj",471,4547,10.36
Hrastnik,Zasavska,2017,Moški, Visokošolska 1. stopnje ipd.,311,4547,6.84
Hrastnik,Zasavska,2017,Moški, Visokošolska 2. stopnje ipd.,145,4547,3.19
Hrastnik,Zasavska,2017,Moški, Visokošolska 3. stopnje ipd.,15,4547,0.33
Hrastnik,Zasavska,2017,Ženske, Osnovnošolska ali manj - Skupaj,1560,4692,33.25
Hrastnik,Zasavska,2017,Ženske, Srednješolska - Skupaj,1817,4692,38.73
Hrastnik,Zasavska,2017,Ženske," Višješolska, visokošolska - Skupaj",786,4692,16.75
Hrastnik,Zasavska,2017,Ženske, Visokošolska 1. stopnje ipd.,465,4692,9.91
Hrastnik,Zasavska,2017,Ženske, Visokošolska 2. stopnje ipd.,293,4692,6.24
Hrastnik,Zasavska,2017,Ženske, Visokošolska 3. stopnje ipd.,28,4692,0.6
Hrastnik,Zasavska,2018,Moški, Osnovnošolska ali manj - Skupaj,969,4526,21.41
Hrastnik,Zasavska,2018,Moški, Srednješolska - Skupaj,2467,4526,54.51
Hrastnik,Zasavska,2018,Moški," Višješolska, visokošolska - Skupaj",464,4526,10.25
Hrastnik,Zasavska,2018,Moški, Visokošolska 1. stopnje ipd.,306,4526,6.76
Hrastnik,Zasavska,2018,Moški, Visokošolska 2. stopnje ipd.,142,4526,3.14
Hrastnik,Zasavska,2018,Moški, Visokošolska 3. stopnje ipd.,16,4526,0.35
Hrastnik,Zasavska,2018,Ženske, Osnovnošolska ali manj - Skupaj,1519,4663,32.58
Hrastnik,Zasavska,2018,Ženske, Srednješolska - Skupaj,1814,4663,38.9
Hrastnik,Zasavska,2018,Ženske," Višješolska, visokošolska - Skupaj",796,4663,17.07
Hrastnik,Zasavska,2018,Ženske, Visokošolska 1. stopnje ipd.,476,4663,10.21
Hrastnik,Zasavska,2018,Ženske, Visokošolska 2. stopnje ipd.,294,4663,6.3
Hrastnik,Zasavska,2018,Ženske, Visokošolska 3. stopnje ipd.,26,4663,0.56
Hrastnik,Zasavska,2019,Moški, Osnovnošolska ali manj - Skupaj,944,4520,20.88
Hrastnik,Zasavska,2019,Moški, Srednješolska - Skupaj,2463,4520,54.49
Hrastnik,Zasavska,2019,Moški," Višješolska, visokošolska - Skupaj",485,4520,10.73
Hrastnik,Zasavska,2019,Moški, Visokošolska 1. stopnje ipd.,320,4520,7.08
Hrastnik,Zasavska,2019,Moški, Visokošolska 2. stopnje ipd.,149,4520,3.3
Hrastnik,Zasavska,2019,Moški, Visokošolska 3. stopnje ipd.,16,4520,0.35
Hrastnik,Zasavska,2019,Ženske, Osnovnošolska ali manj - Skupaj,1454,4626,31.43
Hrastnik,Zasavska,2019,Ženske, Srednješolska - Skupaj,1828,4626,39.52
Hrastnik,Zasavska,2019,Ženske," Višješolska, visokošolska - Skupaj",814,4626,17.6
Hrastnik,Zasavska,2019,Ženske, Visokošolska 1. stopnje ipd.,485,4626,10.48
Hrastnik,Zasavska,2019,Ženske, Visokošolska 2. stopnje ipd.,302,4626,6.53
Hrastnik,Zasavska,2019,Ženske, Visokošolska 3. stopnje ipd.,27,4626,0.58
Hrastnik,Zasavska,2020,Moški, Osnovnošolska ali manj - Skupaj,909,4513,20.14
Hrastnik,Zasavska,2020,Moški, Srednješolska - Skupaj,2484,4513,55.04
Hrastnik,Zasavska,2020,Moški," Višješolska, visokošolska - Skupaj",501,4513,11.1
Hrastnik,Zasavska,2020,Moški, Visokošolska 1. stopnje ipd.,328,4513,7.27
Hrastnik,Zasavska,2020,Moški, Visokošolska 2. stopnje ipd.,156,4513,3.46
Hrastnik,Zasavska,2020,Moški, Visokošolska 3. stopnje ipd.,17,4513,0.38
Hrastnik,Zasavska,2020,Ženske, Osnovnošolska ali manj - Skupaj,1423,4613,30.85
Hrastnik,Zasavska,2020,Ženske, Srednješolska - Skupaj,1829,4613,39.65
Hrastnik,Zasavska,2020,Ženske," Višješolska, visokošolska - Skupaj",834,4613,18.08
Hrastnik,Zasavska,2020,Ženske, Visokošolska 1. stopnje ipd.,497,4613,10.77
Hrastnik,Zasavska,2020,Ženske, Visokošolska 2. stopnje ipd.,311,4613,6.74
Hrastnik,Zasavska,2020,Ženske, Visokošolska 3. stopnje ipd.,26,4613,0.56
Hrpelje - Kozina,Obalno-kraška,2012,Moški, Osnovnošolska ali manj - Skupaj,508,2174,23.37
Hrpelje - Kozina,Obalno-kraška,2012,Moški, Srednješolska - Skupaj,1170,2174,53.82
Hrpelje - Kozina,Obalno-kraška,2012,Moški," Višješolska, visokošolska - Skupaj",216,2174,9.94
Hrpelje - Kozina,Obalno-kraška,2012,Moški, Visokošolska 1. stopnje ipd.,124,2174,5.7
Hrpelje - Kozina,Obalno-kraška,2012,Moški, Visokošolska 2. stopnje ipd.,78,2174,3.59
Hrpelje - Kozina,Obalno-kraška,2012,Moški, Visokošolska 3. stopnje ipd.,14,2174,0.64
Hrpelje - Kozina,Obalno-kraška,2012,Ženske, Osnovnošolska ali manj - Skupaj,706,2095,33.7
Hrpelje - Kozina,Obalno-kraška,2012,Ženske, Srednješolska - Skupaj,807,2095,38.52
Hrpelje - Kozina,Obalno-kraška,2012,Ženske," Višješolska, visokošolska - Skupaj",304,2095,14.51
Hrpelje - Kozina,Obalno-kraška,2012,Ženske, Visokošolska 1. stopnje ipd.,147,2095,7.02
Hrpelje - Kozina,Obalno-kraška,2012,Ženske, Visokošolska 2. stopnje ipd.,146,2095,6.97
Hrpelje - Kozina,Obalno-kraška,2012,Ženske, Visokošolska 3. stopnje ipd.,11,2095,0.53
Hrpelje - Kozina,Obalno-kraška,2013,Moški, Osnovnošolska ali manj - Skupaj,483,2180,22.16
Hrpelje - Kozina,Obalno-kraška,2013,Moški, Srednješolska - Skupaj,1199,2180,55
Hrpelje - Kozina,Obalno-kraška,2013,Moški," Višješolska, visokošolska - Skupaj",220,2180,10.09
Hrpelje - Kozina,Obalno-kraška,2013,Moški, Visokošolska 1. stopnje ipd.,126,2180,5.78
Hrpelje - Kozina,Obalno-kraška,2013,Moški, Visokošolska 2. stopnje ipd.,79,2180,3.62
Hrpelje - Kozina,Obalno-kraška,2013,Moški, Visokošolska 3. stopnje ipd.,15,2180,0.69
Hrpelje - Kozina,Obalno-kraška,2013,Ženske, Osnovnošolska ali manj - Skupaj,695,2109,32.95
Hrpelje - Kozina,Obalno-kraška,2013,Ženske, Srednješolska - Skupaj,814,2109,38.6
Hrpelje - Kozina,Obalno-kraška,2013,Ženske," Višješolska, visokošolska - Skupaj",329,2109,15.6
Hrpelje - Kozina,Obalno-kraška,2013,Ženske, Visokošolska 1. stopnje ipd.,156,2109,7.4
Hrpelje - Kozina,Obalno-kraška,2013,Ženske, Visokošolska 2. stopnje ipd.,161,2109,7.63
Hrpelje - Kozina,Obalno-kraška,2013,Ženske, Visokošolska 3. stopnje ipd.,12,2109,0.57
Hrpelje - Kozina,Obalno-kraška,2014,Moški, Osnovnošolska ali manj - Skupaj,465,2185,21.28
Hrpelje - Kozina,Obalno-kraška,2014,Moški, Srednješolska - Skupaj,1180,2185,54
Hrpelje - Kozina,Obalno-kraška,2014,Moški," Višješolska, visokošolska - Skupaj",248,2185,11.35
Hrpelje - Kozina,Obalno-kraška,2014,Moški, Visokošolska 1. stopnje ipd.,148,2185,6.77
Hrpelje - Kozina,Obalno-kraška,2014,Moški, Visokošolska 2. stopnje ipd.,83,2185,3.8
Hrpelje - Kozina,Obalno-kraška,2014,Moški, Visokošolska 3. stopnje ipd.,17,2185,0.78
Hrpelje - Kozina,Obalno-kraška,2014,Ženske, Osnovnošolska ali manj - Skupaj,667,2079,32.08
Hrpelje - Kozina,Obalno-kraška,2014,Ženske, Srednješolska - Skupaj,801,2079,38.53
Hrpelje - Kozina,Obalno-kraška,2014,Ženske," Višješolska, visokošolska - Skupaj",334,2079,16.07
Hrpelje - Kozina,Obalno-kraška,2014,Ženske, Visokošolska 1. stopnje ipd.,160,2079,7.7
Hrpelje - Kozina,Obalno-kraška,2014,Ženske, Visokošolska 2. stopnje ipd.,164,2079,7.89
Hrpelje - Kozina,Obalno-kraška,2014,Ženske, Visokošolska 3. stopnje ipd.,10,2079,0.48
Hrpelje - Kozina,Obalno-kraška,2015,Moški, Osnovnošolska ali manj - Skupaj,466,2200,21.18
Hrpelje - Kozina,Obalno-kraška,2015,Moški, Srednješolska - Skupaj,1174,2200,53.36
Hrpelje - Kozina,Obalno-kraška,2015,Moški," Višješolska, visokošolska - Skupaj",261,2200,11.86
Hrpelje - Kozina,Obalno-kraška,2015,Moški, Visokošolska 1. stopnje ipd.,156,2200,7.09
Hrpelje - Kozina,Obalno-kraška,2015,Moški, Visokošolska 2. stopnje ipd.,85,2200,3.86
Hrpelje - Kozina,Obalno-kraška,2015,Moški, Visokošolska 3. stopnje ipd.,20,2200,0.91
Hrpelje - Kozina,Obalno-kraška,2015,Ženske, Osnovnošolska ali manj - Skupaj,670,2139,31.32
Hrpelje - Kozina,Obalno-kraška,2015,Ženske, Srednješolska - Skupaj,800,2139,37.4
Hrpelje - Kozina,Obalno-kraška,2015,Ženske," Višješolska, visokošolska - Skupaj",360,2139,16.83
Hrpelje - Kozina,Obalno-kraška,2015,Ženske, Visokošolska 1. stopnje ipd.,170,2139,7.95
Hrpelje - Kozina,Obalno-kraška,2015,Ženske, Visokošolska 2. stopnje ipd.,178,2139,8.32
Hrpelje - Kozina,Obalno-kraška,2015,Ženske, Visokošolska 3. stopnje ipd.,12,2139,0.56
Hrpelje - Kozina,Obalno-kraška,2016,Moški, Osnovnošolska ali manj - Skupaj,449,2195,20.46
Hrpelje - Kozina,Obalno-kraška,2016,Moški, Srednješolska - Skupaj,1174,2195,53.49
Hrpelje - Kozina,Obalno-kraška,2016,Moški," Višješolska, visokošolska - Skupaj",277,2195,12.62
Hrpelje - Kozina,Obalno-kraška,2016,Moški, Visokošolska 1. stopnje ipd.,161,2195,7.33
Hrpelje - Kozina,Obalno-kraška,2016,Moški, Visokošolska 2. stopnje ipd.,97,2195,4.42
Hrpelje - Kozina,Obalno-kraška,2016,Moški, Visokošolska 3. stopnje ipd.,19,2195,0.87
Hrpelje - Kozina,Obalno-kraška,2016,Ženske, Osnovnošolska ali manj - Skupaj,660,2172,30.39
Hrpelje - Kozina,Obalno-kraška,2016,Ženske, Srednješolska - Skupaj,806,2172,37.11
Hrpelje - Kozina,Obalno-kraška,2016,Ženske," Višješolska, visokošolska - Skupaj",398,2172,18.32
Hrpelje - Kozina,Obalno-kraška,2016,Ženske, Visokošolska 1. stopnje ipd.,182,2172,8.38
Hrpelje - Kozina,Obalno-kraška,2016,Ženske, Visokošolska 2. stopnje ipd.,202,2172,9.3
Hrpelje - Kozina,Obalno-kraška,2016,Ženske, Visokošolska 3. stopnje ipd.,14,2172,0.64
Hrpelje - Kozina,Obalno-kraška,2017,Moški, Osnovnošolska ali manj - Skupaj,436,2204,19.78
Hrpelje - Kozina,Obalno-kraška,2017,Moški, Srednješolska - Skupaj,1174,2204,53.27
Hrpelje - Kozina,Obalno-kraška,2017,Moški," Višješolska, visokošolska - Skupaj",292,2204,13.25
Hrpelje - Kozina,Obalno-kraška,2017,Moški, Visokošolska 1. stopnje ipd.,167,2204,7.58
Hrpelje - Kozina,Obalno-kraška,2017,Moški, Visokošolska 2. stopnje ipd.,105,2204,4.76
Hrpelje - Kozina,Obalno-kraška,2017,Moški, Visokošolska 3. stopnje ipd.,20,2204,0.91
Hrpelje - Kozina,Obalno-kraška,2017,Ženske, Osnovnošolska ali manj - Skupaj,637,2175,29.29
Hrpelje - Kozina,Obalno-kraška,2017,Ženske, Srednješolska - Skupaj,805,2175,37.01
Hrpelje - Kozina,Obalno-kraška,2017,Ženske," Višješolska, visokošolska - Skupaj",418,2175,19.22
Hrpelje - Kozina,Obalno-kraška,2017,Ženske, Visokošolska 1. stopnje ipd.,192,2175,8.83
Hrpelje - Kozina,Obalno-kraška,2017,Ženske, Visokošolska 2. stopnje ipd.,207,2175,9.52
Hrpelje - Kozina,Obalno-kraška,2017,Ženske, Visokošolska 3. stopnje ipd.,19,2175,0.87
Hrpelje - Kozina,Obalno-kraška,2018,Moški, Osnovnošolska ali manj - Skupaj,431,2250,19.16
Hrpelje - Kozina,Obalno-kraška,2018,Moški, Srednješolska - Skupaj,1204,2250,53.51
Hrpelje - Kozina,Obalno-kraška,2018,Moški," Višješolska, visokošolska - Skupaj",297,2250,13.2
Hrpelje - Kozina,Obalno-kraška,2018,Moški, Visokošolska 1. stopnje ipd.,171,2250,7.6
Hrpelje - Kozina,Obalno-kraška,2018,Moški, Visokošolska 2. stopnje ipd.,105,2250,4.67
Hrpelje - Kozina,Obalno-kraška,2018,Moški, Visokošolska 3. stopnje ipd.,21,2250,0.93
Hrpelje - Kozina,Obalno-kraška,2018,Ženske, Osnovnošolska ali manj - Skupaj,618,2164,28.56
Hrpelje - Kozina,Obalno-kraška,2018,Ženske, Srednješolska - Skupaj,804,2164,37.15
Hrpelje - Kozina,Obalno-kraška,2018,Ženske," Višješolska, visokošolska - Skupaj",437,2164,20.19
Hrpelje - Kozina,Obalno-kraška,2018,Ženske, Visokošolska 1. stopnje ipd.,204,2164,9.43
Hrpelje - Kozina,Obalno-kraška,2018,Ženske, Visokošolska 2. stopnje ipd.,212,2164,9.8
Hrpelje - Kozina,Obalno-kraška,2018,Ženske, Visokošolska 3. stopnje ipd.,21,2164,0.97
Hrpelje - Kozina,Obalno-kraška,2019,Moški, Osnovnošolska ali manj - Skupaj,424,2313,18.33
Hrpelje - Kozina,Obalno-kraška,2019,Moški, Srednješolska - Skupaj,1237,2313,53.48
Hrpelje - Kozina,Obalno-kraška,2019,Moški," Višješolska, visokošolska - Skupaj",306,2313,13.23
Hrpelje - Kozina,Obalno-kraška,2019,Moški, Visokošolska 1. stopnje ipd.,176,2313,7.61
Hrpelje - Kozina,Obalno-kraška,2019,Moški, Visokošolska 2. stopnje ipd.,108,2313,4.67
Hrpelje - Kozina,Obalno-kraška,2019,Moški, Visokošolska 3. stopnje ipd.,22,2313,0.95
Hrpelje - Kozina,Obalno-kraška,2019,Ženske, Osnovnošolska ali manj - Skupaj,603,2187,27.57
Hrpelje - Kozina,Obalno-kraška,2019,Ženske, Srednješolska - Skupaj,816,2187,37.31
Hrpelje - Kozina,Obalno-kraška,2019,Ženske," Višješolska, visokošolska - Skupaj",453,2187,20.71
Hrpelje - Kozina,Obalno-kraška,2019,Ženske, Visokošolska 1. stopnje ipd.,205,2187,9.37
Hrpelje - Kozina,Obalno-kraška,2019,Ženske, Visokošolska 2. stopnje ipd.,225,2187,10.29
Hrpelje - Kozina,Obalno-kraška,2019,Ženske, Visokošolska 3. stopnje ipd.,23,2187,1.05
Hrpelje - Kozina,Obalno-kraška,2020,Moški, Osnovnošolska ali manj - Skupaj,436,2400,18.17
Hrpelje - Kozina,Obalno-kraška,2020,Moški, Srednješolska - Skupaj,1274,2400,53.08
Hrpelje - Kozina,Obalno-kraška,2020,Moški," Višješolska, visokošolska - Skupaj",319,2400,13.29
Hrpelje - Kozina,Obalno-kraška,2020,Moški, Visokošolska 1. stopnje ipd.,182,2400,7.58
Hrpelje - Kozina,Obalno-kraška,2020,Moški, Visokošolska 2. stopnje ipd.,113,2400,4.71
Hrpelje - Kozina,Obalno-kraška,2020,Moški, Visokošolska 3. stopnje ipd.,24,2400,1
Hrpelje - Kozina,Obalno-kraška,2020,Ženske, Osnovnošolska ali manj - Skupaj,585,2237,26.15
Hrpelje - Kozina,Obalno-kraška,2020,Ženske, Srednješolska - Skupaj,838,2237,37.46
Hrpelje - Kozina,Obalno-kraška,2020,Ženske," Višješolska, visokošolska - Skupaj",488,2237,21.81
Hrpelje - Kozina,Obalno-kraška,2020,Ženske, Visokošolska 1. stopnje ipd.,230,2237,10.28
Hrpelje - Kozina,Obalno-kraška,2020,Ženske, Visokošolska 2. stopnje ipd.,234,2237,10.46
Hrpelje - Kozina,Obalno-kraška,2020,Ženske, Visokošolska 3. stopnje ipd.,24,2237,1.07
Idrija,Goriška,2012,Moški, Osnovnošolska ali manj - Skupaj,1401,5965,23.49
Idrija,Goriška,2012,Moški, Srednješolska - Skupaj,2912,5965,48.82
Idrija,Goriška,2012,Moški," Višješolska, visokošolska - Skupaj",764,5965,12.81
Idrija,Goriška,2012,Moški, Visokošolska 1. stopnje ipd.,370,5965,6.2
Idrija,Goriška,2012,Moški, Visokošolska 2. stopnje ipd.,332,5965,5.57
Idrija,Goriška,2012,Moški, Visokošolska 3. stopnje ipd.,62,5965,1.04
Idrija,Goriška,2012,Ženske, Osnovnošolska ali manj - Skupaj,2073,5992,34.6
Idrija,Goriška,2012,Ženske, Srednješolska - Skupaj,2033,5992,33.93
Idrija,Goriška,2012,Ženske," Višješolska, visokošolska - Skupaj",1030,5992,17.19
Idrija,Goriška,2012,Ženske, Visokošolska 1. stopnje ipd.,450,5992,7.51
Idrija,Goriška,2012,Ženske, Visokošolska 2. stopnje ipd.,521,5992,8.69
Idrija,Goriška,2012,Ženske, Visokošolska 3. stopnje ipd.,59,5992,0.98
Idrija,Goriška,2013,Moški, Osnovnošolska ali manj - Skupaj,1365,5990,22.79
Idrija,Goriška,2013,Moški, Srednješolska - Skupaj,2952,5990,49.28
Idrija,Goriška,2013,Moški," Višješolska, visokošolska - Skupaj",791,5990,13.21
Idrija,Goriška,2013,Moški, Visokošolska 1. stopnje ipd.,397,5990,6.63
Idrija,Goriška,2013,Moški, Visokošolska 2. stopnje ipd.,335,5990,5.59
Idrija,Goriška,2013,Moški, Visokošolska 3. stopnje ipd.,59,5990,0.98
Idrija,Goriška,2013,Ženske, Osnovnošolska ali manj - Skupaj,2022,5971,33.86
Idrija,Goriška,2013,Ženske, Srednješolska - Skupaj,2027,5971,33.95
Idrija,Goriška,2013,Ženske," Višješolska, visokošolska - Skupaj",1053,5971,17.64
Idrija,Goriška,2013,Ženske, Visokošolska 1. stopnje ipd.,472,5971,7.9
Idrija,Goriška,2013,Ženske, Visokošolska 2. stopnje ipd.,521,5971,8.73
Idrija,Goriška,2013,Ženske, Visokošolska 3. stopnje ipd.,60,5971,1
Idrija,Goriška,2014,Moški, Osnovnošolska ali manj - Skupaj,1345,5992,22.45
Idrija,Goriška,2014,Moški, Srednješolska - Skupaj,2915,5992,48.65
Idrija,Goriška,2014,Moški," Višješolska, visokošolska - Skupaj",834,5992,13.92
Idrija,Goriška,2014,Moški, Visokošolska 1. stopnje ipd.,423,5992,7.06
Idrija,Goriška,2014,Moški, Visokošolska 2. stopnje ipd.,349,5992,5.82
Idrija,Goriška,2014,Moški, Visokošolska 3. stopnje ipd.,62,5992,1.03
Idrija,Goriška,2014,Ženske, Osnovnošolska ali manj - Skupaj,2009,5961,33.7
Idrija,Goriška,2014,Ženske, Srednješolska - Skupaj,1950,5961,32.71
Idrija,Goriška,2014,Ženske," Višješolska, visokošolska - Skupaj",1117,5961,18.74
Idrija,Goriška,2014,Ženske, Visokošolska 1. stopnje ipd.,526,5961,8.82
Idrija,Goriška,2014,Ženske, Visokošolska 2. stopnje ipd.,524,5961,8.79
Idrija,Goriška,2014,Ženske, Visokošolska 3. stopnje ipd.,67,5961,1.12
Idrija,Goriška,2015,Moški, Osnovnošolska ali manj - Skupaj,1284,5986,21.45
Idrija,Goriška,2015,Moški, Srednješolska - Skupaj,2933,5986,49
Idrija,Goriška,2015,Moški," Višješolska, visokošolska - Skupaj",845,5986,14.12
Idrija,Goriška,2015,Moški, Visokošolska 1. stopnje ipd.,425,5986,7.1
Idrija,Goriška,2015,Moški, Visokošolska 2. stopnje ipd.,348,5986,5.81
Idrija,Goriška,2015,Moški, Visokošolska 3. stopnje ipd.,72,5986,1.2
Idrija,Goriška,2015,Ženske, Osnovnošolska ali manj - Skupaj,1966,5945,33.07
Idrija,Goriška,2015,Ženske, Srednješolska - Skupaj,1950,5945,32.8
Idrija,Goriška,2015,Ženske," Višješolska, visokošolska - Skupaj",1154,5945,19.41
Idrija,Goriška,2015,Ženske, Visokošolska 1. stopnje ipd.,553,5945,9.3
Idrija,Goriška,2015,Ženske, Visokošolska 2. stopnje ipd.,531,5945,8.93
Idrija,Goriška,2015,Ženske, Visokošolska 3. stopnje ipd.,70,5945,1.18
Idrija,Goriška,2016,Moški, Osnovnošolska ali manj - Skupaj,1209,5967,20.26
Idrija,Goriška,2016,Moški, Srednješolska - Skupaj,2970,5967,49.77
Idrija,Goriška,2016,Moški," Višješolska, visokošolska - Skupaj",871,5967,14.6
Idrija,Goriška,2016,Moški, Visokošolska 1. stopnje ipd.,450,5967,7.54
Idrija,Goriška,2016,Moški, Visokošolska 2. stopnje ipd.,354,5967,5.93
Idrija,Goriška,2016,Moški, Visokošolska 3. stopnje ipd.,67,5967,1.12
Idrija,Goriška,2016,Ženske, Osnovnošolska ali manj - Skupaj,1916,5940,32.26
Idrija,Goriška,2016,Ženske, Srednješolska - Skupaj,1958,5940,32.96
Idrija,Goriška,2016,Ženske," Višješolska, visokošolska - Skupaj",1195,5940,20.12
Idrija,Goriška,2016,Ženske, Visokošolska 1. stopnje ipd.,579,5940,9.75
Idrija,Goriška,2016,Ženske, Visokošolska 2. stopnje ipd.,541,5940,9.11
Idrija,Goriška,2016,Ženske, Visokošolska 3. stopnje ipd.,75,5940,1.26
Idrija,Goriška,2017,Moški, Osnovnošolska ali manj - Skupaj,1191,5922,20.11
Idrija,Goriška,2017,Moški, Srednješolska - Skupaj,2932,5922,49.51
Idrija,Goriška,2017,Moški," Višješolska, visokošolska - Skupaj",909,5922,15.35
Idrija,Goriška,2017,Moški, Visokošolska 1. stopnje ipd.,463,5922,7.82
Idrija,Goriška,2017,Moški, Visokošolska 2. stopnje ipd.,373,5922,6.3
Idrija,Goriška,2017,Moški, Visokošolska 3. stopnje ipd.,73,5922,1.23
Idrija,Goriška,2017,Ženske, Osnovnošolska ali manj - Skupaj,1866,5877,31.75
Idrija,Goriška,2017,Ženske, Srednješolska - Skupaj,1904,5877,32.4
Idrija,Goriška,2017,Ženske," Višješolska, visokošolska - Skupaj",1259,5877,21.42
Idrija,Goriška,2017,Ženske, Visokošolska 1. stopnje ipd.,618,5877,10.52
Idrija,Goriška,2017,Ženske, Visokošolska 2. stopnje ipd.,560,5877,9.53
Idrija,Goriška,2017,Ženske, Visokošolska 3. stopnje ipd.,81,5877,1.38
Idrija,Goriška,2018,Moški, Osnovnošolska ali manj - Skupaj,1149,5888,19.51
Idrija,Goriška,2018,Moški, Srednješolska - Skupaj,2946,5888,50.03
Idrija,Goriška,2018,Moški," Višješolska, visokošolska - Skupaj",915,5888,15.54
Idrija,Goriška,2018,Moški, Visokošolska 1. stopnje ipd.,467,5888,7.93
Idrija,Goriška,2018,Moški, Visokošolska 2. stopnje ipd.,377,5888,6.4
Idrija,Goriška,2018,Moški, Visokošolska 3. stopnje ipd.,71,5888,1.21
Idrija,Goriška,2018,Ženske, Osnovnošolska ali manj - Skupaj,1827,5855,31.2
Idrija,Goriška,2018,Ženske, Srednješolska - Skupaj,1924,5855,32.86
Idrija,Goriška,2018,Ženske," Višješolska, visokošolska - Skupaj",1272,5855,21.73
Idrija,Goriška,2018,Ženske, Visokošolska 1. stopnje ipd.,610,5855,10.42
Idrija,Goriška,2018,Ženske, Visokošolska 2. stopnje ipd.,583,5855,9.96
Idrija,Goriška,2018,Ženske, Visokošolska 3. stopnje ipd.,79,5855,1.35
Idrija,Goriška,2019,Moški, Osnovnošolska ali manj - Skupaj,1135,5955,19.06
Idrija,Goriška,2019,Moški, Srednješolska - Skupaj,2979,5955,50.03
Idrija,Goriška,2019,Moški," Višješolska, visokošolska - Skupaj",944,5955,15.85
