obcina,regija,leto,spol,izobrazba,stevilo,prebivalci,odstotek
Zagorje ob Savi,Zasavska,2017,Moški, Visokošolska 1. stopnje ipd.,592,8192,7.23
Zagorje ob Savi,Zasavska,2017,Moški, Visokošolska 2. stopnje ipd.,413,8192,5.04
Zagorje ob Savi,Zasavska,2017,Moški, Visokošolska 3. stopnje ipd.,63,8192,0.77
Zagorje ob Savi,Zasavska,2017,Ženske, Osnovnošolska ali manj - Skupaj,2403,8378,28.68
Zagorje ob Savi,Zasavska,2017,Ženske, Srednješolska - Skupaj,3205,8378,38.25
Zagorje ob Savi,Zasavska,2017,Ženske," Višješolska, visokošolska - Skupaj",1610,8378,19.22
Zagorje ob Savi,Zasavska,2017,Ženske, Visokošolska 1. stopnje ipd.,850,8378,10.15
Zagorje ob Savi,Zasavska,2017,Ženske, Visokošolska 2. stopnje ipd.,674,8378,8.04
Zagorje ob Savi,Zasavska,2017,Ženske, Visokošolska 3. stopnje ipd.,86,8378,1.03
Zagorje ob Savi,Zasavska,2018,Moški, Osnovnošolska ali manj - Skupaj,1366,8163,16.73
Zagorje ob Savi,Zasavska,2018,Moški, Srednješolska - Skupaj,4396,8163,53.85
Zagorje ob Savi,Zasavska,2018,Moški," Višješolska, visokošolska - Skupaj",1097,8163,13.44
Zagorje ob Savi,Zasavska,2018,Moški, Visokošolska 1. stopnje ipd.,604,8163,7.4
Zagorje ob Savi,Zasavska,2018,Moški, Visokošolska 2. stopnje ipd.,429,8163,5.26
Zagorje ob Savi,Zasavska,2018,Moški, Visokošolska 3. stopnje ipd.,64,8163,0.78
Zagorje ob Savi,Zasavska,2018,Ženske, Osnovnošolska ali manj - Skupaj,2287,8327,27.46
Zagorje ob Savi,Zasavska,2018,Ženske, Srednješolska - Skupaj,3227,8327,38.75
Zagorje ob Savi,Zasavska,2018,Ženske," Višješolska, visokošolska - Skupaj",1650,8327,19.82
Zagorje ob Savi,Zasavska,2018,Ženske, Visokošolska 1. stopnje ipd.,855,8327,10.27
Zagorje ob Savi,Zasavska,2018,Ženske, Visokošolska 2. stopnje ipd.,700,8327,8.41
Zagorje ob Savi,Zasavska,2018,Ženske, Visokošolska 3. stopnje ipd.,95,8327,1.14
Zagorje ob Savi,Zasavska,2019,Moški, Osnovnošolska ali manj - Skupaj,1294,8161,15.86
Zagorje ob Savi,Zasavska,2019,Moški, Srednješolska - Skupaj,4424,8161,54.21
Zagorje ob Savi,Zasavska,2019,Moški," Višješolska, visokošolska - Skupaj",1116,8161,13.67
Zagorje ob Savi,Zasavska,2019,Moški, Visokošolska 1. stopnje ipd.,617,8161,7.56
Zagorje ob Savi,Zasavska,2019,Moški, Visokošolska 2. stopnje ipd.,436,8161,5.34
Zagorje ob Savi,Zasavska,2019,Moški, Visokošolska 3. stopnje ipd.,63,8161,0.77
Zagorje ob Savi,Zasavska,2019,Ženske, Osnovnošolska ali manj - Skupaj,2207,8282,26.65
Zagorje ob Savi,Zasavska,2019,Ženske, Srednješolska - Skupaj,3229,8282,38.99
Zagorje ob Savi,Zasavska,2019,Ženske," Višješolska, visokošolska - Skupaj",1673,8282,20.2
Zagorje ob Savi,Zasavska,2019,Ženske, Visokošolska 1. stopnje ipd.,860,8282,10.38
Zagorje ob Savi,Zasavska,2019,Ženske, Visokošolska 2. stopnje ipd.,715,8282,8.63
Zagorje ob Savi,Zasavska,2019,Ženske, Visokošolska 3. stopnje ipd.,98,8282,1.18
Zagorje ob Savi,Zasavska,2020,Moški, Osnovnošolska ali manj - Skupaj,1290,8198,15.74
Zagorje ob Savi,Zasavska,2020,Moški, Srednješolska - Skupaj,4437,8198,54.12
Zagorje ob Savi,Zasavska,2020,Moški," Višješolska, visokošolska - Skupaj",1148,8198,14
Zagorje ob Savi,Zasavska,2020,Moški, Visokošolska 1. stopnje ipd.,652,8198,7.95
Zagorje ob Savi,Zasavska,2020,Moški, Visokošolska 2. stopnje ipd.,434,8198,5.29
Zagorje ob Savi,Zasavska,2020,Moški, Visokošolska 3. stopnje ipd.,62,8198,0.76
Zagorje ob Savi,Zasavska,2020,Ženske, Osnovnošolska ali manj - Skupaj,2148,8222,26.13
Zagorje ob Savi,Zasavska,2020,Ženske, Srednješolska - Skupaj,3205,8222,38.98
Zagorje ob Savi,Zasavska,2020,Ženske," Višješolska, visokošolska - Skupaj",1704,8222,20.72
Zagorje ob Savi,Zasavska,2020,Ženske, Visokošolska 1. stopnje ipd.,870,8222,10.58
Zagorje ob Savi,Zasavska,2020,Ženske, Visokošolska 2. stopnje ipd.,736,8222,8.95
Zagorje ob Savi,Zasavska,2020,Ženske, Visokošolska 3. stopnje ipd.,98,8222,1.19
Zavrč,Podravska,2012,Moški, Osnovnošolska ali manj - Skupaj,236,940,25.11
Zavrč,Podravska,2012,Moški, Srednješolska - Skupaj,541,940,57.55
Zavrč,Podravska,2012,Moški," Višješolska, visokošolska - Skupaj",20,940,2.13
Zavrč,Podravska,2012,Moški, Visokošolska 1. stopnje ipd.,9,940,0.96
Zavrč,Podravska,2012,Moški, Visokošolska 2. stopnje ipd.,8,940,0.85
Zavrč,Podravska,2012,Moški, Visokošolska 3. stopnje ipd.,3,940,0.32
Zavrč,Podravska,2012,Ženske, Osnovnošolska ali manj - Skupaj,301,747,40.29
Zavrč,Podravska,2012,Ženske, Srednješolska - Skupaj,276,747,36.95
Zavrč,Podravska,2012,Ženske," Višješolska, visokošolska - Skupaj",60,747,8.03
Zavrč,Podravska,2012,Ženske, Visokošolska 1. stopnje ipd.,33,747,4.42
Zavrč,Podravska,2012,Ženske, Visokošolska 2. stopnje ipd.,26,747,3.48
Zavrč,Podravska,2012,Ženske, Visokošolska 3. stopnje ipd.,1,747,0.13
Zavrč,Podravska,2013,Moški, Osnovnošolska ali manj - Skupaj,229,1039,22.04
Zavrč,Podravska,2013,Moški, Srednješolska - Skupaj,632,1039,60.83
Zavrč,Podravska,2013,Moški," Višješolska, visokošolska - Skupaj",23,1039,2.21
Zavrč,Podravska,2013,Moški, Visokošolska 1. stopnje ipd.,12,1039,1.15
Zavrč,Podravska,2013,Moški, Visokošolska 2. stopnje ipd.,8,1039,0.77
Zavrč,Podravska,2013,Moški, Visokošolska 3. stopnje ipd.,3,1039,0.29
Zavrč,Podravska,2013,Ženske, Osnovnošolska ali manj - Skupaj,296,731,40.49
Zavrč,Podravska,2013,Ženske, Srednješolska - Skupaj,273,731,37.35
Zavrč,Podravska,2013,Ženske," Višješolska, visokošolska - Skupaj",63,731,8.62
Zavrč,Podravska,2013,Ženske, Visokošolska 1. stopnje ipd.,37,731,5.06
Zavrč,Podravska,2013,Ženske, Visokošolska 2. stopnje ipd.,24,731,3.28
Zavrč,Podravska,2013,Ženske, Visokošolska 3. stopnje ipd.,2,731,0.27
Zavrč,Podravska,2014,Moški, Osnovnošolska ali manj - Skupaj,227,1059,21.44
Zavrč,Podravska,2014,Moški, Srednješolska - Skupaj,710,1059,67.04
Zavrč,Podravska,2014,Moški," Višješolska, visokošolska - Skupaj",22,1059,2.08
Zavrč,Podravska,2014,Moški, Visokošolska 1. stopnje ipd.,14,1059,1.32
Zavrč,Podravska,2014,Moški, Visokošolska 2. stopnje ipd.,5,1059,0.47
Zavrč,Podravska,2014,Moški, Visokošolska 3. stopnje ipd.,3,1059,0.28
Zavrč,Podravska,2014,Ženske, Osnovnošolska ali manj - Skupaj,276,704,39.2
Zavrč,Podravska,2014,Ženske, Srednješolska - Skupaj,266,704,37.78
Zavrč,Podravska,2014,Ženske," Višješolska, visokošolska - Skupaj",63,704,8.95
Zavrč,Podravska,2014,Ženske, Visokošolska 1. stopnje ipd.,39,704,5.54
Zavrč,Podravska,2014,Ženske, Visokošolska 2. stopnje ipd.,22,704,3.12
Zavrč,Podravska,2014,Ženske, Visokošolska 3. stopnje ipd.,2,704,0.28
Zavrč,Podravska,2015,Moški, Osnovnošolska ali manj - Skupaj,205,1024,20.02
Zavrč,Podravska,2015,Moški, Srednješolska - Skupaj,694,1024,67.77
Zavrč,Podravska,2015,Moški," Višješolska, visokošolska - Skupaj",23,1024,2.25
Zavrč,Podravska,2015,Moški, Visokošolska 1. stopnje ipd.,15,1024,1.46
Zavrč,Podravska,2015,Moški, Visokošolska 2. stopnje ipd.,5,1024,0.49
Zavrč,Podravska,2015,Moški, Visokošolska 3. stopnje ipd.,3,1024,0.29
Zavrč,Podravska,2015,Ženske, Osnovnošolska ali manj - Skupaj,263,698,37.68
Zavrč,Podravska,2015,Ženske, Srednješolska - Skupaj,266,698,38.11
Zavrč,Podravska,2015,Ženske," Višješolska, visokošolska - Skupaj",67,698,9.6
Zavrč,Podravska,2015,Ženske, Visokošolska 1. stopnje ipd.,40,698,5.73
Zavrč,Podravska,2015,Ženske, Visokošolska 2. stopnje ipd.,25,698,3.58
Zavrč,Podravska,2015,Ženske, Visokošolska 3. stopnje ipd.,2,698,0.29
Zavrč,Podravska,2016,Moški, Osnovnošolska ali manj - Skupaj,184,1063,17.31
Zavrč,Podravska,2016,Moški, Srednješolska - Skupaj,717,1063,67.45
Zavrč,Podravska,2016,Moški," Višješolska, visokošolska - Skupaj",26,1063,2.45
Zavrč,Podravska,2016,Moški, Visokošolska 1. stopnje ipd.,17,1063,1.6
Zavrč,Podravska,2016,Moški, Visokošolska 2. stopnje ipd.,6,1063,0.56
Zavrč,Podravska,2016,Moški, Visokošolska 3. stopnje ipd.,3,1063,0.28
Zavrč,Podravska,2016,Ženske, Osnovnošolska ali manj - Skupaj,254,686,37.03
Zavrč,Podravska,2016,Ženske, Srednješolska - Skupaj,269,686,39.21
Zavrč,Podravska,2016,Ženske," Višješolska, visokošolska - Skupaj",68,686,9.91
Zavrč,Podravska,2016,Ženske, Visokošolska 1. stopnje ipd.,41,686,5.98
Zavrč,Podravska,2016,Ženske, Visokošolska 2. stopnje ipd.,25,686,3.64
Zavrč,Podravska,2016,Ženske, Visokošolska 3. stopnje ipd.,2,686,0.29
Zavrč,Podravska,2017,Moški, Osnovnošolska ali manj - Skupaj,175,1123,15.58
Zavrč,Podravska,2017,Moški, Srednješolska - Skupaj,821,1123,73.11
Zavrč,Podravska,2017,Moški," Višješolska, visokošolska - Skupaj",32,1123,2.85
Zavrč,Podravska,2017,Moški, Visokošolska 1. stopnje ipd.,20,1123,1.78
Zavrč,Podravska,2017,Moški, Visokošolska 2. stopnje ipd.,9,1123,0.8
Zavrč,Podravska,2017,Moški, Visokošolska 3. stopnje ipd.,3,1123,0.27
Zavrč,Podravska,2017,Ženske, Osnovnošolska ali manj - Skupaj,243,687,35.37
Zavrč,Podravska,2017,Ženske, Srednješolska - Skupaj,276,687,40.17
Zavrč,Podravska,2017,Ženske," Višješolska, visokošolska - Skupaj",72,687,10.48
Zavrč,Podravska,2017,Ženske, Visokošolska 1. stopnje ipd.,45,687,6.55
Zavrč,Podravska,2017,Ženske, Visokošolska 2. stopnje ipd.,26,687,3.78
Zavrč,Podravska,2017,Ženske, Visokošolska 3. stopnje ipd.,1,687,0.15
Zavrč,Podravska,2018,Moški, Osnovnošolska ali manj - Skupaj,156,1011,15.43
Zavrč,Podravska,2018,Moški, Srednješolska - Skupaj,799,1011,79.03
Zavrč,Podravska,2018,Moški," Višješolska, visokošolska - Skupaj",38,1011,3.76
Zavrč,Podravska,2018,Moški, Visokošolska 1. stopnje ipd.,23,1011,2.27
Zavrč,Podravska,2018,Moški, Visokošolska 2. stopnje ipd.,12,1011,1.19
Zavrč,Podravska,2018,Moški, Visokošolska 3. stopnje ipd.,3,1011,0.3
Zavrč,Podravska,2018,Ženske, Osnovnošolska ali manj - Skupaj,232,674,34.42
Zavrč,Podravska,2018,Ženske, Srednješolska - Skupaj,279,674,41.39
Zavrč,Podravska,2018,Ženske," Višješolska, visokošolska - Skupaj",73,674,10.83
Zavrč,Podravska,2018,Ženske, Visokošolska 1. stopnje ipd.,45,674,6.68
Zavrč,Podravska,2018,Ženske, Visokošolska 2. stopnje ipd.,27,674,4.01
Zavrč,Podravska,2018,Ženske, Visokošolska 3. stopnje ipd.,1,674,0.15
Zavrč,Podravska,2019,Moški, Osnovnošolska ali manj - Skupaj,136,859,15.83
Zavrč,Podravska,2019,Moški, Srednješolska - Skupaj,589,859,68.57
Zavrč,Podravska,2019,Moški," Višješolska, visokošolska - Skupaj",35,859,4.07
Zavrč,Podravska,2019,Moški, Visokošolska 1. stopnje ipd.,22,859,2.56
Zavrč,Podravska,2019,Moški, Visokošolska 2. stopnje ipd.,9,859,1.05
Zavrč,Podravska,2019,Moški, Visokošolska 3. stopnje ipd.,4,859,0.47
Zavrč,Podravska,2019,Ženske, Osnovnošolska ali manj - Skupaj,231,669,34.53
Zavrč,Podravska,2019,Ženske, Srednješolska - Skupaj,267,669,39.91
Zavrč,Podravska,2019,Ženske," Višješolska, visokošolska - Skupaj",79,669,11.81
Zavrč,Podravska,2019,Ženske, Visokošolska 1. stopnje ipd.,52,669,7.77
Zavrč,Podravska,2019,Ženske, Visokošolska 2. stopnje ipd.,26,669,3.89
Zavrč,Podravska,2019,Ženske, Visokošolska 3. stopnje ipd.,1,669,0.15
Zavrč,Podravska,2020,Moški, Osnovnošolska ali manj - Skupaj,136,823,16.52
Zavrč,Podravska,2020,Moški, Srednješolska - Skupaj,560,823,68.04
Zavrč,Podravska,2020,Moški," Višješolska, visokošolska - Skupaj",36,823,4.37
Zavrč,Podravska,2020,Moški, Visokošolska 1. stopnje ipd.,26,823,3.16
Zavrč,Podravska,2020,Moški, Visokošolska 2. stopnje ipd.,6,823,0.73
Zavrč,Podravska,2020,Moški, Visokošolska 3. stopnje ipd.,4,823,0.49
Zavrč,Podravska,2020,Ženske, Osnovnošolska ali manj - Skupaj,231,658,35.11
Zavrč,Podravska,2020,Ženske, Srednješolska - Skupaj,264,658,40.12
Zavrč,Podravska,2020,Ženske," Višješolska, visokošolska - Skupaj",77,658,11.7
Zavrč,Podravska,2020,Ženske, Visokošolska 1. stopnje ipd.,52,658,7.9
Zavrč,Podravska,2020,Ženske, Visokošolska 2. stopnje ipd.,24,658,3.65
Zavrč,Podravska,2020,Ženske, Visokošolska 3. stopnje ipd.,1,658,0.15
Zreče,Savinjska,2012,Moški, Osnovnošolska ali manj - Skupaj,808,3286,24.59
Zreče,Savinjska,2012,Moški, Srednješolska - Skupaj,1651,3286,50.24
Zreče,Savinjska,2012,Moški," Višješolska, visokošolska - Skupaj",312,3286,9.49
Zreče,Savinjska,2012,Moški, Visokošolska 1. stopnje ipd.,174,3286,5.3
Zreče,Savinjska,2012,Moški, Visokošolska 2. stopnje ipd.,118,3286,3.59
Zreče,Savinjska,2012,Moški, Visokošolska 3. stopnje ipd.,20,3286,0.61
Zreče,Savinjska,2012,Ženske, Osnovnošolska ali manj - Skupaj,981,3123,31.41
Zreče,Savinjska,2012,Ženske, Srednješolska - Skupaj,1215,3123,38.9
Zreče,Savinjska,2012,Ženske," Višješolska, visokošolska - Skupaj",430,3123,13.77
Zreče,Savinjska,2012,Ženske, Visokošolska 1. stopnje ipd.,215,3123,6.88
Zreče,Savinjska,2012,Ženske, Visokošolska 2. stopnje ipd.,202,3123,6.47
Zreče,Savinjska,2012,Ženske, Visokošolska 3. stopnje ipd.,13,3123,0.42
Zreče,Savinjska,2013,Moški, Osnovnošolska ali manj - Skupaj,775,3283,23.61
Zreče,Savinjska,2013,Moški, Srednješolska - Skupaj,1669,3283,50.84
Zreče,Savinjska,2013,Moški," Višješolska, visokošolska - Skupaj",314,3283,9.56
Zreče,Savinjska,2013,Moški, Visokošolska 1. stopnje ipd.,177,3283,5.39
Zreče,Savinjska,2013,Moški, Visokošolska 2. stopnje ipd.,121,3283,3.69
Zreče,Savinjska,2013,Moški, Visokošolska 3. stopnje ipd.,16,3283,0.49
Zreče,Savinjska,2013,Ženske, Osnovnošolska ali manj - Skupaj,957,3108,30.79
Zreče,Savinjska,2013,Ženske, Srednješolska - Skupaj,1224,3108,39.38
Zreče,Savinjska,2013,Ženske," Višješolska, visokošolska - Skupaj",439,3108,14.12
Zreče,Savinjska,2013,Ženske, Visokošolska 1. stopnje ipd.,224,3108,7.21
Zreče,Savinjska,2013,Ženske, Visokošolska 2. stopnje ipd.,200,3108,6.44
Zreče,Savinjska,2013,Ženske, Visokošolska 3. stopnje ipd.,15,3108,0.48
Zreče,Savinjska,2014,Moški, Osnovnošolska ali manj - Skupaj,723,3248,22.26
Zreče,Savinjska,2014,Moški, Srednješolska - Skupaj,1665,3248,51.26
Zreče,Savinjska,2014,Moški," Višješolska, visokošolska - Skupaj",338,3248,10.41
Zreče,Savinjska,2014,Moški, Visokošolska 1. stopnje ipd.,198,3248,6.1
Zreče,Savinjska,2014,Moški, Visokošolska 2. stopnje ipd.,122,3248,3.76
Zreče,Savinjska,2014,Moški, Visokošolska 3. stopnje ipd.,18,3248,0.55
Zreče,Savinjska,2014,Ženske, Osnovnošolska ali manj - Skupaj,950,3116,30.49
Zreče,Savinjska,2014,Ženske, Srednješolska - Skupaj,1205,3116,38.67
Zreče,Savinjska,2014,Ženske," Višješolska, visokošolska - Skupaj",468,3116,15.02
Zreče,Savinjska,2014,Ženske, Visokošolska 1. stopnje ipd.,250,3116,8.02
Zreče,Savinjska,2014,Ženske, Visokošolska 2. stopnje ipd.,201,3116,6.45
Zreče,Savinjska,2014,Ženske, Visokošolska 3. stopnje ipd.,17,3116,0.55
Zreče,Savinjska,2015,Moški, Osnovnošolska ali manj - Skupaj,707,3270,21.62
Zreče,Savinjska,2015,Moški, Srednješolska - Skupaj,1686,3270,51.56
Zreče,Savinjska,2015,Moški," Višješolska, visokošolska - Skupaj",348,3270,10.64
Zreče,Savinjska,2015,Moški, Visokošolska 1. stopnje ipd.,206,3270,6.3
Zreče,Savinjska,2015,Moški, Visokošolska 2. stopnje ipd.,124,3270,3.79
Zreče,Savinjska,2015,Moški, Visokošolska 3. stopnje ipd.,18,3270,0.55
Zreče,Savinjska,2015,Ženske, Osnovnošolska ali manj - Skupaj,949,3121,30.41
Zreče,Savinjska,2015,Ženske, Srednješolska - Skupaj,1182,3121,37.87
Zreče,Savinjska,2015,Ženske," Višješolska, visokošolska - Skupaj",499,3121,15.99
Zreče,Savinjska,2015,Ženske, Visokošolska 1. stopnje ipd.,273,3121,8.75
Zreče,Savinjska,2015,Ženske, Visokošolska 2. stopnje ipd.,208,3121,6.66
Zreče,Savinjska,2015,Ženske, Visokošolska 3. stopnje ipd.,18,3121,0.58
Zreče,Savinjska,2016,Moški, Osnovnošolska ali manj - Skupaj,677,3255,20.8
Zreče,Savinjska,2016,Moški, Srednješolska - Skupaj,1695,3255,52.07
Zreče,Savinjska,2016,Moški," Višješolska, visokošolska - Skupaj",363,3255,11.15
Zreče,Savinjska,2016,Moški, Visokošolska 1. stopnje ipd.,208,3255,6.39
Zreče,Savinjska,2016,Moški, Visokošolska 2. stopnje ipd.,135,3255,4.15
Zreče,Savinjska,2016,Moški, Visokošolska 3. stopnje ipd.,20,3255,0.61
Zreče,Savinjska,2016,Ženske, Osnovnošolska ali manj - Skupaj,937,3154,29.71
Zreče,Savinjska,2016,Ženske, Srednješolska - Skupaj,1212,3154,38.43
Zreče,Savinjska,2016,Ženske," Višješolska, visokošolska - Skupaj",530,3154,16.8
Zreče,Savinjska,2016,Ženske, Visokošolska 1. stopnje ipd.,294,3154,9.32
Zreče,Savinjska,2016,Ženske, Visokošolska 2. stopnje ipd.,213,3154,6.75
Zreče,Savinjska,2016,Ženske, Visokošolska 3. stopnje ipd.,23,3154,0.73
Zreče,Savinjska,2017,Moški, Osnovnošolska ali manj - Skupaj,669,3261,20.52
Zreče,Savinjska,2017,Moški, Srednješolska - Skupaj,1704,3261,52.25
Zreče,Savinjska,2017,Moški," Višješolska, visokošolska - Skupaj",387,3261,11.87
Zreče,Savinjska,2017,Moški, Visokošolska 1. stopnje ipd.,222,3261,6.81
Zreče,Savinjska,2017,Moški, Visokošolska 2. stopnje ipd.,144,3261,4.42
Zreče,Savinjska,2017,Moški, Visokošolska 3. stopnje ipd.,21,3261,0.64
Zreče,Savinjska,2017,Ženske, Osnovnošolska ali manj - Skupaj,905,3139,28.83
Zreče,Savinjska,2017,Ženske, Srednješolska - Skupaj,1210,3139,38.55
Zreče,Savinjska,2017,Ženske," Višješolska, visokošolska - Skupaj",564,3139,17.97
Zreče,Savinjska,2017,Ženske, Visokošolska 1. stopnje ipd.,317,3139,10.1
Zreče,Savinjska,2017,Ženske, Visokošolska 2. stopnje ipd.,215,3139,6.85
Zreče,Savinjska,2017,Ženske, Visokošolska 3. stopnje ipd.,32,3139,1.02
Zreče,Savinjska,2018,Moški, Osnovnošolska ali manj - Skupaj,678,3266,20.76
Zreče,Savinjska,2018,Moški, Srednješolska - Skupaj,1712,3266,52.42
Zreče,Savinjska,2018,Moški," Višješolska, visokošolska - Skupaj",391,3266,11.97
Zreče,Savinjska,2018,Moški, Visokošolska 1. stopnje ipd.,221,3266,6.77
Zreče,Savinjska,2018,Moški, Visokošolska 2. stopnje ipd.,146,3266,4.47
Zreče,Savinjska,2018,Moški, Visokošolska 3. stopnje ipd.,24,3266,0.73
Zreče,Savinjska,2018,Ženske, Osnovnošolska ali manj - Skupaj,865,3146,27.5
Zreče,Savinjska,2018,Ženske, Srednješolska - Skupaj,1237,3146,39.32
Zreče,Savinjska,2018,Ženske," Višješolska, visokošolska - Skupaj",565,3146,17.96
Zreče,Savinjska,2018,Ženske, Visokošolska 1. stopnje ipd.,315,3146,10.01
Zreče,Savinjska,2018,Ženske, Visokošolska 2. stopnje ipd.,216,3146,6.87
Zreče,Savinjska,2018,Ženske, Visokošolska 3. stopnje ipd.,34,3146,1.08
Zreče,Savinjska,2019,Moški, Osnovnošolska ali manj - Skupaj,665,3318,20.04
Zreče,Savinjska,2019,Moški, Srednješolska - Skupaj,1750,3318,52.74
Zreče,Savinjska,2019,Moški," Višješolska, visokošolska - Skupaj",403,3318,12.15
Zreče,Savinjska,2019,Moški, Visokošolska 1. stopnje ipd.,236,3318,7.11
Zreče,Savinjska,2019,Moški, Visokošolska 2. stopnje ipd.,144,3318,4.34
Zreče,Savinjska,2019,Moški, Visokošolska 3. stopnje ipd.,23,3318,0.69
Zreče,Savinjska,2019,Ženske, Osnovnošolska ali manj - Skupaj,844,3155,26.75
Zreče,Savinjska,2019,Ženske, Srednješolska - Skupaj,1259,3155,39.9
Zreče,Savinjska,2019,Ženske," Višješolska, visokošolska - Skupaj",576,3155,18.26
Zreče,Savinjska,2019,Ženske, Visokošolska 1. stopnje ipd.,322,3155,10.21
Zreče,Savinjska,2019,Ženske, Visokošolska 2. stopnje ipd.,220,3155,6.97
Zreče,Savinjska,2019,Ženske, Visokošolska 3. stopnje ipd.,34,3155,1.08
Zreče,Savinjska,2020,Moški, Osnovnošolska ali manj - Skupaj,673,3401,19.79
Zreče,Savinjska,2020,Moški, Srednješolska - Skupaj,1794,3401,52.75
Zreče,Savinjska,2020,Moški," Višješolska, visokošolska - Skupaj",422,3401,12.41
Zreče,Savinjska,2020,Moški, Visokošolska 1. stopnje ipd.,247,3401,7.26
Zreče,Savinjska,2020,Moški, Visokošolska 2. stopnje ipd.,151,3401,4.44
Zreče,Savinjska,2020,Moški, Visokošolska 3. stopnje ipd.,24,3401,0.71
Zreče,Savinjska,2020,Ženske, Osnovnošolska ali manj - Skupaj,807,3167,25.48
Zreče,Savinjska,2020,Ženske, Srednješolska - Skupaj,1267,3167,40.01
Zreče,Savinjska,2020,Ženske," Višješolska, visokošolska - Skupaj",610,3167,19.26
Zreče,Savinjska,2020,Ženske, Visokošolska 1. stopnje ipd.,339,3167,10.7
Zreče,Savinjska,2020,Ženske, Visokošolska 2. stopnje ipd.,239,3167,7.55
Zreče,Savinjska,2020,Ženske, Visokošolska 3. stopnje ipd.,32,3167,1.01
Žalec,Savinjska,2012,Moški, Osnovnošolska ali manj - Skupaj,2167,10714,20.23
Žalec,Savinjska,2012,Moški, Srednješolska - Skupaj,5622,10714,52.47
Žalec,Savinjska,2012,Moški," Višješolska, visokošolska - Skupaj",1335,10714,12.46
Žalec,Savinjska,2012,Moški, Visokošolska 1. stopnje ipd.,620,10714,5.79
Žalec,Savinjska,2012,Moški, Visokošolska 2. stopnje ipd.,615,10714,5.74
Žalec,Savinjska,2012,Moški, Visokošolska 3. stopnje ipd.,100,10714,0.93
Žalec,Savinjska,2012,Ženske, Osnovnošolska ali manj - Skupaj,2938,10812,27.17
Žalec,Savinjska,2012,Ženske, Srednješolska - Skupaj,4503,10812,41.65
Žalec,Savinjska,2012,Ženske," Višješolska, visokošolska - Skupaj",1814,10812,16.78
Žalec,Savinjska,2012,Ženske, Visokošolska 1. stopnje ipd.,892,10812,8.25
Žalec,Savinjska,2012,Ženske, Visokošolska 2. stopnje ipd.,818,10812,7.57
Žalec,Savinjska,2012,Ženske, Visokošolska 3. stopnje ipd.,104,10812,0.96
Žalec,Savinjska,2013,Moški, Osnovnošolska ali manj - Skupaj,2119,10678,19.84
Žalec,Savinjska,2013,Moški, Srednješolska - Skupaj,5627,10678,52.7
Žalec,Savinjska,2013,Moški," Višješolska, visokošolska - Skupaj",1338,10678,12.53
Žalec,Savinjska,2013,Moški, Visokošolska 1. stopnje ipd.,625,10678,5.85
Žalec,Savinjska,2013,Moški, Visokošolska 2. stopnje ipd.,614,10678,5.75
Žalec,Savinjska,2013,Moški, Visokošolska 3. stopnje ipd.,99,10678,0.93
Žalec,Savinjska,2013,Ženske, Osnovnošolska ali manj - Skupaj,2864,10727,26.7
Žalec,Savinjska,2013,Ženske, Srednješolska - Skupaj,4461,10727,41.59
Žalec,Savinjska,2013,Ženske," Višješolska, visokošolska - Skupaj",1859,10727,17.33
Žalec,Savinjska,2013,Ženske, Visokošolska 1. stopnje ipd.,925,10727,8.62
